,name,team,salary,position
471,김결의,삼성 라이온즈,2800만원,포수(우투우타)
472,최충연,삼성 라이온즈,9000만원,투수(우투우타)
473,김성훈,KT 위즈,7000만원,내야수(우투좌타)
474,김승현,상무 ,5500만원,투수(우투우타)
475,임대한,삼성 라이온즈,4000만원,투수(우투좌타)
476,박종무,롯데 자이언츠,2700만원,투수(우투우타)
477,한승혁,롯데 자이언츠,2700만원,투수(좌투좌타)
478,김남길,롯데 자이언츠,2700만원,투수(좌투좌타)
479,최원준,KIA 타이거즈,7000만원,내야수(우투좌타)
480,전상현,KIA 타이거즈,7600만원,투수(우투우타)
481,김규성,KIA 타이거즈,2900만원,내야수(우투좌타)
482,류승현,상무 ,3600만원,내야수(우투좌타)
483,김현준,KIA 타이거즈,2900만원,투수(우투우타)
484,이진영,KIA 타이거즈,3400만원,외야수(우투우타)
485,남재현,KIA 타이거즈,3100만원,투수(우투좌타)
486,서덕원,KIA 타이거즈,2800만원,투수(우투우타)
487,이동훈,한화 이글스,3300만원,외야수(좌투좌타)
488,권용우,한화 이글스,2700만원,투수(우투우타)
489,장진혁,한화 이글스,5800만원,외야수(우투좌타)
490,박상언,한화 이글스,2800만원,포수(우투우타)
491,강상원,한화 이글스,3000만원,외야수(우투좌타)
492,김주현,롯데 자이언츠,3000만원,내야수(좌투좌타)
493,김찬호,SK 와이번스,2900만원,투수(우투우타)
494,김민재,SK 와이번스,2700만원,내야수(우투우타)
495,최수빈,SK 와이번스,2700만원,내야수(우투좌타)
496,김동엽,삼성 라이온즈,13500만원,외야수(우투우타)
497,정동윤,SK 와이번스,2700만원,투수(우투좌타)
498,김주한,SK 와이번스,4500만원,투수(우언우타)
499,안상현,상무 ,3000만원,내야수(우투우타)
500,김찬형,NC 다이노스,5800만원,내야수(우투우타)
501,최성영,NC 다이노스,9500만원,투수(좌투좌타)
502,박준영,NC 다이노스,2700만원,내야수(우투우타)
503,김준현,NC 다이노스,2700만원,투수(좌투좌타)
504,정수민,SK 와이번스,4200만원,투수(우투우타)
505,도태훈,NC 다이노스,3200만원,내야수(우투좌타)
506,이재율,NC 다이노스,3000만원,외야수(좌투좌타)
507,임서준,NC 다이노스,2900만원,투수(우투우타)
508,문성용,NC 다이노스,2700만원,포수(우투우타)
509,홍현빈,KT 위즈,2900만원,외야수(우투좌타)
510,이대은,KT 위즈,10000만원,투수(우투좌타)
511,김종성,KT 위즈,2800만원,외야수(좌투좌타)
512,로하스,KT 위즈,800000달러,외야수(우투양타)
513,조병욱,KT 위즈,2700만원,투수(우투우타)
514,이정현,KT 위즈,3300만원,투수(우투우타)
515,한대겸,KT 위즈,2700만원,투수(좌투좌타)
516,문상인,KT 위즈,2800만원,포수(우투우타)
517,이종혁,KT 위즈,3400만원,투수(우투우타)
518,이재근,KT 위즈,2900만원,내야수(우투좌타)
519,김민섭,KT 위즈,2800만원,외야수(우투좌타)
520,이구름,KT 위즈,2700만원,투수(좌투좌타)
521,오석주,LG 트윈스,3000만원,투수(우투우타)
522,고우석,LG 트윈스,22000만원,투수(우투우타)
523,이찬혁,LG 트윈스,2700만원,투수(우투우타)
524,박부성,LG 트윈스,2700만원,내야수(우투좌타)
525,신민철,두산 베어스,2700만원,포수(우투우타)
526,이유찬,두산 베어스,3200만원,내야수(우투우타)
527,안준,두산 베어스,2700만원,내야수(우투우타)
528,김명신,두산 베어스,5200만원,투수(우투우타)
529,문대원,두산 베어스,2700만원,투수(우투우타)
530,지윤,두산 베어스,2800만원,투수(우투우타)
531,최원준,두산 베어스,5900만원,투수(우언우타)
532,박성환,두산 베어스,2700만원,투수(좌투좌타)
533,백민규,두산 베어스,2700만원,내야수(우투우타)
534,박치국,두산 베어스,8000만원,투수(우언우타)
535,전태준,두산 베어스,2700만원,투수(우투좌타)
536,김혜성,키움 히어로즈,10000만원,내야수(우투좌타)
537,브리검,키움 히어로즈,800000달러,투수(우투우타)
538,이정후,키움 히어로즈,39000만원,외야수(우투좌타)
539,오윤성,키움 히어로즈,2900만원,투수(우투우타)
540,양기현,키움 히어로즈,2700만원,투수(우투우타)
541,김재웅,키움 히어로즈,2700만원,투수(좌투좌타)
542,최지광,삼성 라이온즈,8000만원,투수(우투우타)
543,장지훈,삼성 라이온즈,3000만원,투수(우투우타)
544,김성윤,삼성 라이온즈,2900만원,외야수(좌투좌타)
545,김시현,삼성 라이온즈,3700만원,투수(우투우타)
546,김민수,롯데 자이언츠,3000만원,내야수(우투우타)
547,나균안,롯데 자이언츠,4300만원,투수(우투우타)
548,홍지훈,롯데 자이언츠,2700만원,내야수(우투우타)
549,윤성빈,롯데 자이언츠,2800만원,투수(우투우타)
550,강동호,롯데 자이언츠,5100만원,투수(우투우타)
551,이승호,키움 히어로즈,8500만원,투수(좌투좌타)
552,강이준,상무 ,2800만원,투수(우투우타)
553,박정우,KIA 타이거즈,2800만원,외야수(좌투좌타)
554,최승주,KIA 타이거즈,2800만원,내야수(우투좌타)
555,이정훈,KIA 타이거즈,3000만원,포수(우투좌타)
556,박진태,KIA 타이거즈,6000만원,투수(우투우타)
557,박상원,한화 이글스,11000만원,투수(우투우타)
558,김기탁,한화 이글스,2700만원,투수(좌투좌타)
559,김진영,한화 이글스,3200만원,투수(우투우타)
560,김병현,한화 이글스,2700만원,투수(좌투좌타)
561,김성민,키움 히어로즈,9700만원,투수(좌투좌타)
562,이원준,SK 와이번스,3200만원,투수(우투우타)
563,로맥,SK 와이번스,900000달러,내야수(우투우타)
564,박성한,SK 와이번스,2700만원,내야수(우투좌타)
565,권기영,두산 베어스,2700만원,포수(우투우타)
566,김민수,NC 다이노스,2700만원,내야수(우투우타)
567,김호민,NC 다이노스,2700만원,투수(우투우타)
568,신진호,NC 다이노스,2800만원,투수(우투우타)
569,김진호,NC 다이노스,2700만원,투수(우투우타)
570,김태현,NC 다이노스,2700만원,투수(좌투좌타)
571,소이현,NC 다이노스,2700만원,투수(우투우타)
572,김영중,NC 다이노스,2700만원,투수(우투우타)
573,권법수,NC 다이노스,2700만원,외야수(우투우타)
574,이재용,NC 다이노스,2700만원,포수(우투우타)
575,박준혁,KT 위즈,2900만원,외야수(우투우타)
576,최건,KT 위즈,2900만원,투수(우투우타)
577,김민,KT 위즈,7500만원,투수(우투우타)
578,강백호,KT 위즈,21000만원,외야수(우투좌타)
579,조대현,KT 위즈,2700만원,포수(우투우타)
580,윤강찬,KT 위즈,2700만원,투수(우투우타)
581,백선기,KT 위즈,2700만원,외야수(좌투좌타)
582,이재원,LG 트윈스,2700만원,외야수(우투우타)
583,최우혁,LG 트윈스,2700만원,외야수(우투우타)
584,윌슨,LG 트윈스,1100000달러,투수(우투우타)
585,김민규,두산 베어스,2900만원,투수(우투좌타)
586,박성모,두산 베어스,2700만원,투수(좌투좌타)
587,권민석,두산 베어스,2700만원,내야수(우투우타)
588,배창현,두산 베어스,2700만원,투수(좌투좌타)
589,정우석,두산 베어스,2700만원,투수(우투우타)
590,이승민,두산 베어스,2700만원,포수(우투우타)
591,곽빈,두산 베어스,3500만원,투수(우투우타)
592,박신지,두산 베어스,3100만원,투수(우투우타)
593,김호준,두산 베어스,2700만원,투수(좌투좌타)
594,이재승,고양 히어로즈,2700만원,투수(우투우타)
595,배현호,키움 히어로즈,2700만원,포수(우투우타)
596,정동욱,고양 히어로즈,2700만원,포수(우투우타)
597,변상권,키움 히어로즈,2700만원,외야수(우투좌타)
598,예진원,상무 ,2700만원,외야수(좌투좌타)
599,안우진,키움 히어로즈,4800만원,투수(우투우타)
600,김수환,키움 히어로즈,2700만원,내야수(우투우타)
601,추재현,롯데 자이언츠,2700만원,외야수(좌투좌타)
602,신효승,고양 히어로즈,2700만원,투수(좌투좌타)
603,김윤수,삼성 라이온즈,3700만원,투수(우투우타)
604,박용민,삼성 라이온즈,3100만원,투수(우투우타)
605,공민규,삼성 라이온즈,4000만원,내야수(우투좌타)
606,맹성주,삼성 라이온즈,2900만원,투수(우언우타)
607,안도원,삼성 라이온즈,2900만원,투수(좌투좌타)
608,채상준,삼성 라이온즈,2700만원,포수(우투우타)
609,양창섭,삼성 라이온즈,5000만원,투수(우투우타)
610,최채흥,삼성 라이온즈,7500만원,투수(좌투좌타)
611,김용하,삼성 라이온즈,2800만원,투수(우언우타)
612,윤정빈,삼성 라이온즈,2900만원,외야수(우투좌타)
613,이태훈,삼성 라이온즈,2700만원,외야수(우투우타)
614,최하늘,롯데 자이언츠,2700만원,투수(우언우타)
615,장두성,롯데 자이언츠,2700만원,외야수(우투좌타)
616,정보근,롯데 자이언츠,2900만원,포수(우투우타)
617,한동희,롯데 자이언츠,4700만원,내야수(우투우타)
618,이승헌,롯데 자이언츠,2700만원,투수(우투우타)
619,정성종,상무 ,3700만원,투수(우투좌타)
620,김현,롯데 자이언츠,2700만원,투수(우투우타)
621,김승범,KIA 타이거즈,2800만원,투수(우투우타)
622,백미카엘,KIA 타이거즈,2700만원,투수(좌투좌타)
623,하준영,KIA 타이거즈,6500만원,투수(좌투좌타)
624,한준수,KIA 타이거즈,2900만원,포수(우투좌타)
625,김유신,상무 ,2700만원,투수(좌투좌타)
626,이원빈,KIA 타이거즈,2700만원,내야수(우투우타)
627,김진욱,한화 이글스,2900만원,투수(우투우타)
628,박주홍,한화 이글스,3500만원,투수(좌투좌타)
629,정문근,한화 이글스,2700만원,외야수(우투우타)
630,호잉,한화 이글스,550000달러,외야수(우투좌타)
631,정은원,한화 이글스,12000만원,내야수(우투좌타)
632,이승관,한화 이글스,2700만원,투수(좌투좌타)
633,이희재,SK 와이번스,2700만원,투수(우투우타)
634,김정우,SK 와이번스,3000만원,투수(우투우타)
635,조성훈,상무 ,2700만원,투수(우투우타)
636,최민준,SK 와이번스,2700만원,투수(우투우타)
637,최준우,SK 와이번스,3100만원,내야수(우투좌타)
638,전경원,SK 와이번스,3200만원,포수(우투우타)
639,김영규,NC 다이노스,6300만원,투수(좌투좌타)
640,신민혁,NC 다이노스,2700만원,투수(우투우타)
641,오영수,NC 다이노스,2900만원,내야수(우투좌타)
642,이도현,NC 다이노스,2700만원,투수(우투우타)
643,김철호,NC 다이노스,3000만원,내야수(우투좌타)
644,김재균,상무 ,2900만원,투수(좌투좌타)
645,이승헌,NC 다이노스,2700만원,투수(좌투좌타)
646,김형준,NC 다이노스,5000만원,포수(우투우타)
647,쿠에바스,KT 위즈,600000달러,투수(우투양타)
648,이정훈,KT 위즈,2700만원,투수(좌투좌타)
649,손동현,KT 위즈,4500만원,투수(우투좌타)
650,알칸타라,두산 베어스,450000달러,투수(우투우타)
651,전용주,KT 위즈,2800만원,투수(좌투좌타)
652,이상동,KT 위즈,2900만원,투수(우투우타)
653,고성민,KT 위즈,2700만원,포수(우투우타)
654,박민석,KT 위즈,2900만원,내야수(우투우타)
655,강민성,KT 위즈,2800만원,내야수(우투우타)
656,이선우,KT 위즈,2900만원,투수(우투우타)
657,지강혁,KT 위즈,2700만원,내야수(우투좌타)
658,박준호,KT 위즈,2700만원,투수(좌투좌타)
659,김성훈,KT 위즈,2900만원,투수(우투우타)
660,구본혁,LG 트윈스,4000만원,내야수(우투우타)
661,문보경,LG 트윈스,2700만원,내야수(우투좌타)
662,켈리,LG 트윈스,900000달러,투수(우투우타)
663,남호,LG 트윈스,2700만원,투수(좌투좌타)
664,김성진,LG 트윈스,2700만원,포수(우투우타)
665,한선태,LG 트윈스,3200만원,투수(우언우타)
666,임준형,LG 트윈스,2700만원,투수(좌투좌타)
667,이정용,LG 트윈스,2700만원,투수(우투우타)
668,강정현,상무 ,2700만원,투수(우투우타)
669,정우영,LG 트윈스,8000만원,투수(우언우타)
670,이상영,LG 트윈스,3000만원,투수(좌투좌타)
671,송승환,두산 베어스,2800만원,내야수(우투우타)
672,전창민,두산 베어스,2700만원,투수(우투우타)
673,이교훈,두산 베어스,2700만원,투수(좌투좌타)
674,이민혁,두산 베어스,2700만원,투수(우투우타)
675,김태근,두산 베어스,2800만원,외야수(우투우타)
676,정현욱,두산 베어스,2700만원,투수(우투좌타)
677,페르난데스,두산 베어스,400000달러,내야수(우투좌타)
678,김문수,두산 베어스,2700만원,내야수(우투우타)
679,전형근,두산 베어스,2700만원,투수(우투우타)
680,추종민,두산 베어스,2700만원,투수(우투우타)
681,윤산흠,두산 베어스,2700만원,투수(우투우타)
682,최지원,두산 베어스,2700만원,외야수(우투우타)
683,김대한,두산 베어스,2800만원,외야수(우투우타)
684,정현민,고양 히어로즈,2700만원,내야수(우투우타)
685,김주형,키움 히어로즈,2700만원,내야수(우투우타)
686,박주성,키움 히어로즈,2700만원,투수(우투우타)
687,주성원,키움 히어로즈,2700만원,포수(우투우타)
688,요키시,키움 히어로즈,550000달러,투수(좌투우타)
689,조영건,키움 히어로즈,2700만원,투수(우투우타)
690,박준형,고양 히어로즈,2700만원,포수(우투우타)
691,이명기,고양 히어로즈,2700만원,내야수(우투우타)
692,김인범,고양 히어로즈,2700만원,투수(우투우타)
693,조범준,고양 히어로즈,2700만원,투수(우투우타)
694,김신회,키움 히어로즈,2700만원,외야수(좌투좌타)
695,김준연,고양 히어로즈,2700만원,내야수(우투우타)
696,윤정현,키움 히어로즈,2700만원,투수(좌투좌타)
697,양우현,삼성 라이온즈,2700만원,내야수(우투좌타)
698,김준우,삼성 라이온즈,2700만원,투수(우투우타)
699,서장민,삼성 라이온즈,2800만원,투수(우투우타)
700,이해승,삼성 라이온즈,2700만원,내야수(우투우타)
701,박승규,삼성 라이온즈,3200만원,외야수(우투우타)
702,라이블리,삼성 라이온즈,500000달러,투수(우투우타)
703,김도환,삼성 라이온즈,5000만원,포수(우투우타)
704,원태인,삼성 라이온즈,8000만원,투수(우투우타)
705,이학주,삼성 라이온즈,9000만원,내야수(우투좌타)
706,박영완,롯데 자이언츠,2700만원,투수(우투좌타)
707,신용수,롯데 자이언츠,2900만원,내야수(우투우타)
708,조현수,롯데 자이언츠,2700만원,포수(우투우타)
709,김현수,KIA 타이거즈,3000만원,투수(우투우타)
710,고승민,롯데 자이언츠,3800만원,외야수(우투좌타)
711,김현우,한화 이글스,2700만원,포수(우투우타)
712,서준원,롯데 자이언츠,4600만원,투수(우언우타)
713,김동규,롯데 자이언츠,2700만원,투수(우투우타)
714,민경남,KIA 타이거즈,2700만원,내야수(우투우타)
715,김기훈,KIA 타이거즈,3500만원,투수(좌투좌타)
716,이태규,KIA 타이거즈,2700만원,투수(우투좌타)
717,김민수,KIA 타이거즈,2700만원,외야수(우투좌타)
718,오선우,KIA 타이거즈,3000만원,외야수(좌투좌타)
719,홍원빈,KIA 타이거즈,2700만원,투수(우투우타)
720,장지수,상무 ,2700만원,투수(우투우타)
721,양승철,KIA 타이거즈,3000만원,투수(우투우타)
722,터커,KIA 타이거즈,550000달러,외야수(좌투좌타)
723,김현민,한화 이글스,2700만원,내야수(우투우타)
724,오동욱,한화 이글스,2700만원,투수(우투양타)
725,김민석,한화 이글스,2700만원,투수(우투우타)
726,조한민,한화 이글스,2700만원,내야수(우투우타)
727,허관회,한화 이글스,2700만원,포수(우투우타)
728,김관호,한화 이글스,2700만원,포수(우투우타)
729,최준혁,한화 이글스,2700만원,외야수(우투우타)
730,변우혁,한화 이글스,3000만원,내야수(우투우타)
731,노시환,한화 이글스,3300만원,내야수(우투우타)
732,서폴드,한화 이글스,900000달러,투수(우투우타)
733,김이환,한화 이글스,3700만원,투수(우투우타)
734,채드벨,한화 이글스,600000달러,투수(좌투우타)
735,박윤철,한화 이글스,3200만원,투수(우투우타)
736,유장혁,한화 이글스,3200만원,외야수(우투우타)
737,정이황,한화 이글스,2700만원,투수(우투우타)
738,허민혁,SK 와이번스,2700만원,투수(우투우타)
739,서상준,SK 와이번스,2700만원,투수(우투좌타)
740,채현우,SK 와이번스,3000만원,외야수(우투우타)
741,전진우,SK 와이번스,2700만원,내야수(우투우타)
742,박준영,SK 와이번스,2700만원,내야수(우투우타)
743,김규남,상무 ,2700만원,외야수(우투우타)
744,하재훈,SK 와이번스,15000만원,투수(우투우타)
745,김창평,SK 와이번스,3000만원,내야수(우투좌타)
746,백승건,SK 와이번스,3400만원,투수(좌투좌타)
747,김성민,SK 와이번스,2700만원,내야수(우투우타)
748,최재성,SK 와이번스,2700만원,투수(우투우타)
749,루친스키,NC 다이노스,1000000달러,투수(우투우타)
750,송명기,NC 다이노스,2700만원,투수(우투우타)
751,전사민,NC 다이노스,3000만원,투수(우투우타)
752,배민서,NC 다이노스,3000만원,투수(우언우타)
753,김범준,NC 다이노스,2700만원,외야수(우투우타)
754,최재익,NC 다이노스,2700만원,투수(우투우타)
755,하준수,NC 다이노스,2700만원,투수(우투우타)
756,최정원,NC 다이노스,2700만원,내야수(우투좌타)
757,박지한,NC 다이노스,2700만원,투수(좌투좌타)
758,서호철,NC 다이노스,3000만원,내야수(우투우타)
759,노시훈,NC 다이노스,2700만원,투수(우투우타)
760,김주찬,KIA 타이거즈,40000만원,내야수(우투우타)
761,이성우,LG 트윈스,8000만원,포수(우투우타)
762,이대호,롯데 자이언츠,250000만원,내야수(우투우타)
763,김태균,한화 이글스,50000만원,내야수(우투우타)
764,김강민,SK 와이번스,35000만원,외야수(우투우타)
765,정상호,두산 베어스,7000만원,포수(우투우타)
766,박용택,LG 트윈스,80000만원,외야수(우투좌타)
767,최형우,KIA 타이거즈,150000만원,외야수(우투좌타)
768,권혁,두산 베어스,19000만원,투수(좌투좌타)
769,고효준,롯데 자이언츠,10000만원,투수(좌투좌타)
770,박경수,KT 위즈,40000만원,내야수(우투우타)
771,우규민,삼성 라이온즈,70000만원,투수(우언우타)
772,이성열,한화 이글스,50000만원,내야수(우투좌타)
773,나주환,KIA 타이거즈,12000만원,내야수(우투우타)
774,노경은,롯데 자이언츠,20000만원,투수(우투우타)
775,김승회,두산 베어스,17000만원,투수(우투우타)
776,지석훈,NC 다이노스,12500만원,내야수(우투우타)
777,이택근,키움 히어로즈,5000만원,외야수(우투우타)
778,안영명,한화 이글스,35000만원,투수(우투우타)
779,윤규진,한화 이글스,17000만원,투수(우투우타)
780,송은범,LG 트윈스,27000만원,투수(우투우타)
781,이용규,한화 이글스,40000만원,외야수(좌투좌타)
782,김재호,두산 베어스,65000만원,내야수(우투우타)
783,윤석민,SK 와이번스,18000만원,내야수(우투우타)
784,유한준,KT 위즈,50000만원,외야수(우투우타)
785,오주원,키움 히어로즈,20000만원,투수(좌투좌타)
786,윤성환,삼성 라이온즈,40000만원,투수(우투우타)
787,박석민,NC 다이노스,70000만원,내야수(우투우타)
788,장원준,두산 베어스,30000만원,투수(좌투좌타)
789,강민호,삼성 라이온즈,125000만원,포수(우투우타)
790,최진행,한화 이글스,16000만원,외야수(우투우타)
791,송창식,한화 이글스,16000만원,투수(우투우타)
792,윤희상,SK 와이번스,7500만원,투수(우투우타)
793,정우람,한화 이글스,80000만원,투수(좌투좌타)
794,박병호,키움 히어로즈,200000만원,내야수(우투우타)
795,신재웅,SK 와이번스,11000만원,투수(좌투좌타)
796,정의윤,SK 와이번스,30000만원,외야수(우투우타)
797,금민철,KT 위즈,15000만원,투수(좌투좌타)
798,오재일,두산 베어스,47000만원,내야수(좌투좌타)
799,전유수,KT 위즈,10000만원,투수(우투좌타)
800,이보근,KT 위즈,20000만원,투수(우투우타)
801,오승환,삼성 라이온즈,120000만원,투수(우투우타)
802,이원석,삼성 라이온즈,30000만원,내야수(우투우타)
803,정근우,LG 트윈스,35000만원,내야수(우투우타)
804,최정,SK 와이번스,120000만원,내야수(우투우타)
805,김진성,NC 다이노스,16000만원,투수(우투우타)
806,이병규,롯데 자이언츠,5000만원,외야수(좌투좌타)
807,원종현,NC 다이노스,26000만원,투수(우언우타)
808,최승준,한화 이글스,4000만원,내야수(우투우타)
809,김건국,롯데 자이언츠,5400만원,투수(우투우타)
810,양의지,NC 다이노스,200000만원,포수(우투우타)
811,민병헌,롯데 자이언츠,125000만원,외야수(우투우타)
812,최주환,두산 베어스,27000만원,내야수(우투좌타)
813,김현수,LG 트윈스,130000만원,외야수(우투좌타)
814,황재균,KT 위즈,120000만원,내야수(우투우타)
815,이현승,두산 베어스,40000만원,투수(좌투좌타)
816,김세현,SK 와이번스,12000만원,투수(우투우타)
817,장원삼,롯데 자이언츠,3000만원,투수(좌투좌타)
818,유재신,KIA 타이거즈,4700만원,외야수(우투우타)
819,김상수,키움 히어로즈,30000만원,투수(우투우타)
820,차우찬,LG 트윈스,100000만원,투수(좌투좌타)
821,김문호,한화 이글스,5000만원,외야수(좌투좌타)
822,배장호,롯데 자이언츠,2700만원,투수(우언우타)
823,진해수,LG 트윈스,25000만원,투수(좌투좌타)
824,정범모,NC 다이노스,5500만원,포수(우투우타)
825,송광민,한화 이글스,25000만원,내야수(우투우타)
826,유원상,KT 위즈,4000만원,투수(우투우타)
827,김성현,SK 와이번스,21000만원,내야수(우투우타)
828,이재원,SK 와이번스,130000만원,포수(우투우타)
829,이명기,NC 다이노스,24000만원,외야수(좌투좌타)
830,박희수,SK 와이번스,12000만원,투수(좌투좌타)
831,김재현,SK 와이번스,5600만원,외야수(우투양타)
832,이용찬,두산 베어스,42000만원,투수(우투우타)
833,허도환,KT 위즈,6500만원,포수(우투우타)
834,오재원,두산 베어스,30000만원,내야수(우투좌타)
835,김강률,두산 베어스,15000만원,투수(우투우타)
836,장시환,한화 이글스,11000만원,투수(우투우타)
837,백정현,삼성 라이온즈,28000만원,투수(좌투좌타)
838,채태인,SK 와이번스,10000만원,내야수(좌투좌타)
839,손아섭,롯데 자이언츠,200000만원,외야수(우투좌타)
840,이상화,KT 위즈,4000만원,투수(우투우타)
841,김민성,LG 트윈스,40000만원,내야수(우투우타)
842,송승준,롯데 자이언츠,5000만원,투수(우투우타)
843,양현종,KIA 타이거즈,230000만원,투수(좌투좌타)
844,이준수,KT 위즈,3800만원,포수(우투우타)
845,장필준,삼성 라이온즈,21500만원,투수(우투우타)
846,김태군,NC 다이노스,20000만원,포수(우투우타)
847,이형종,LG 트윈스,20000만원,외야수(우투우타)
848,정찬헌,LG 트윈스,13000만원,투수(우투우타)
849,서건창,키움 히어로즈,35000만원,내야수(우투좌타)
850,김용의,LG 트윈스,10500만원,내야수(우투좌타)
851,김재환,두산 베어스,65000만원,외야수(우투좌타)
852,홍상삼,KIA 타이거즈,4000만원,투수(우투좌타)
853,최재훈,한화 이글스,20000만원,포수(우투우타)
854,임창민,NC 다이노스,16000만원,투수(우투우타)
855,전민수,LG 트윈스,5000만원,외야수(우투좌타)
856,전준우,롯데 자이언츠,50000만원,내야수(우투우타)
857,하준호,KT 위즈,4500만원,투수(좌투좌타)
858,김대우,롯데 자이언츠,2900만원,투수(우투좌타)
859,장성우,KT 위즈,13500만원,포수(우투우타)
860,김선빈,KIA 타이거즈,45000만원,내야수(우투우타)
861,나지완,KIA 타이거즈,60000만원,외야수(우투우타)
862,백용환,KIA 타이거즈,4000만원,포수(우투우타)
863,오선진,한화 이글스,10500만원,내야수(우투우타)
864,모창민,NC 다이노스,30000만원,내야수(우투우타)
865,백청훈,LG 트윈스,3500만원,투수(우언우타)
866,오지환,LG 트윈스,60000만원,내야수(우투좌타)
867,문선재,KIA 타이거즈,4500만원,외야수(우투우타)
868,강지광,SK 와이번스,4800만원,외야수(우투우타)
869,최동환,LG 트윈스,7000만원,투수(우투우타)
870,정주현,LG 트윈스,12500만원,내야수(우투우타)
871,채은성,LG 트윈스,32000만원,외야수(우투우타)
872,박건우,두산 베어스,45000만원,외야수(우투우타)
873,유희관,두산 베어스,47000만원,투수(좌투좌타)
874,정수빈,두산 베어스,34000만원,외야수(좌투좌타)
875,허경민,두산 베어스,48000만원,내야수(우투우타)
876,국해성,두산 베어스,4500만원,외야수(우투양타)
877,오현택,롯데 자이언츠,6000만원,투수(우언우타)
878,장영석,KIA 타이거즈,7500만원,내야수(우투우타)
879,강윤구,NC 다이노스,15500만원,투수(좌투좌타)
880,김종민,한화 이글스,4800만원,포수(우투우타)
881,박동원,키움 히어로즈,22500만원,포수(우투우타)
882,김상수,삼성 라이온즈,25000만원,내야수(우투우타)
883,정인욱,삼성 라이온즈,5000만원,투수(우투우타)
884,이지영,키움 히어로즈,30000만원,포수(우투우타)
885,양종민,LG 트윈스,3600만원,내야수(우투우타)
886,진명호,롯데 자이언츠,12500만원,투수(우투좌타)
887,안치홍,롯데 자이언츠,29000만원,내야수(우투우타)
888,정용운,LG 트윈스,5000만원,투수(좌투좌타)
889,김회성,한화 이글스,6500만원,내야수(우투우타)
890,장민재,한화 이글스,11000만원,투수(우투우타)
891,여건욱,LG 트윈스,7000만원,투수(우투우타)
892,김태훈,SK 와이번스,24000만원,투수(좌투좌타)
